epoch,pgd_base_before,pgd_base_after,delta_base,applied_add,applied_del,deg_hist_jsd,acc_usa,acc_brazil
45,-0.023605242371559143,-0.023605242371559143,0.0,0,0,0.0,0.6050420168067226,0.5925925925925926
46,-0.10050737857818604,-0.10050737857818604,0.0,0,0,0.0,0.6218487394957983,0.5925925925925926
47,0.040265314280986786,0.040265314280986786,0.0,0,0,0.0,0.6176470588235294,0.6296296296296297
48,0.03551443666219711,0.03551443666219711,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
49,-0.005192309617996216,-0.005192309617996216,0.0,0,0,0.0,0.6050420168067226,0.6666666666666666
50,-0.07742040604352951,-0.07742040604352951,0.0,0,0,0.0,0.5966386554621849,0.5925925925925926
51,-0.11496433615684509,-0.11496433615684509,0.0,0,0,0.0,0.592436974789916,0.5925925925925926
52,-0.0851036012172699,-0.0851036012172699,0.0,0,0,0.0,0.592436974789916,0.5925925925925926
53,-0.10720047354698181,-0.10720047354698181,0.0,0,0,0.0,0.592436974789916,0.6296296296296297
54,-0.05610990524291992,-0.05610990524291992,0.0,0,0,0.0,0.6008403361344538,0.6666666666666666
55,0.05906571447849274,0.05906571447849274,0.0,0,0,0.0,0.6050420168067226,0.6666666666666666
56,-0.05121824890375137,-0.05121824890375137,0.0,0,0,0.0,0.6176470588235294,0.6296296296296297
57,-0.2180943638086319,-0.2180943638086319,0.0,0,0,0.0,0.6050420168067226,0.6666666666666666
58,-0.09774535894393921,-0.09774535894393921,0.0,0,0,0.0,0.6260504201680672,0.7037037037037037
59,-0.12226620316505432,-0.12226620316505432,0.0,0,0,0.0,0.6092436974789915,0.7037037037037037
60,-0.18430376052856445,-0.18430376052856445,0.0,0,0,0.0,0.6092436974789915,0.7037037037037037
61,-0.10529281198978424,-0.10529281198978424,0.0,0,0,0.0,0.6050420168067226,0.7407407407407407
62,-0.03636573255062103,-0.03636573255062103,0.0,0,0,0.0,0.6176470588235294,0.6666666666666666
63,0.02656562253832817,0.02656562253832817,0.0,0,0,0.0,0.634453781512605,0.6666666666666666
64,0.014284759759902954,0.014284759759902954,0.0,0,0,0.0,0.6092436974789915,0.6296296296296297
65,0.0580296665430069,0.0580296665430069,0.0,0,0,0.0,0.6260504201680672,0.7037037037037037
66,-0.0403057299554348,-0.0403057299554348,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
67,-2.7842819690704346e-05,-2.7842819690704346e-05,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
68,0.05191794037818909,0.05191794037818909,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
69,-0.0667472779750824,-0.0667472779750824,0.0,0,0,0.0,0.634453781512605,0.7407407407407407
70,-0.1349390596151352,-0.1349390596151352,0.0,0,0,0.0,0.6176470588235294,0.6666666666666666
71,0.0641142874956131,0.0641142874956131,0.0,0,0,0.0,0.6218487394957983,0.7407407407407407
72,0.1894616186618805,0.1894616186618805,0.0,0,0,0.0,0.6386554621848739,0.7037037037037037
73,0.12731048464775085,0.12731048464775085,0.0,0,0,0.0,0.6134453781512605,0.7777777777777778
74,-0.01663162186741829,-0.01663162186741829,0.0,0,0,0.0,0.6092436974789915,0.7037037037037037
75,-0.021450743079185486,-0.021450743079185486,0.0,0,0,0.0,0.6050420168067226,0.7407407407407407
76,0.09146907925605774,0.09146907925605774,0.0,0,0,0.0,0.6008403361344538,0.7407407407407407
77,-0.004481643438339233,-0.004481643438339233,0.0,0,0,0.0,0.5882352941176471,0.7037037037037037
78,-0.12159352004528046,-0.12159352004528046,0.0,0,0,0.0,0.6008403361344538,0.7407407407407407
79,-0.05202215164899826,-0.05202215164899826,0.0,0,0,0.0,0.5966386554621849,0.7777777777777778
80,-0.08696359395980835,-0.08696359395980835,0.0,0,0,0.0,0.6134453781512605,0.8148148148148148
81,-0.031303584575653076,-0.031303584575653076,0.0,0,0,0.0,0.6008403361344538,0.7407407407407407
82,-0.06587766110897064,-0.06587766110897064,0.0,0,0,0.0,0.6134453781512605,0.7777777777777778
83,0.004150278866291046,0.004150278866291046,0.0,0,0,0.0,0.6092436974789915,0.6666666666666666
84,0.08632569015026093,0.08632569015026093,0.0,0,0,0.0,0.6050420168067226,0.7407407407407407
85,0.08264376223087311,0.08264376223087311,0.0,0,0,0.0,0.6008403361344538,0.7037037037037037
86,-0.05301851034164429,-0.05301851034164429,0.0,0,0,0.0,0.592436974789916,0.7037037037037037
87,-0.11538275331258774,-0.11538275331258774,0.0,0,0,0.0,0.6008403361344538,0.7037037037037037
88,0.047892555594444275,0.047892555594444275,0.0,0,0,0.0,0.5966386554621849,0.7407407407407407
89,0.09149619936943054,0.09149619936943054,0.0,0,0,0.0,0.5966386554621849,0.7777777777777778
90,0.004755428992211819,0.004755428992211819,0.0,0,0,0.0,0.6134453781512605,0.8148148148148148
91,-0.07300952821969986,-0.07300952821969986,0.0,0,0,0.0,0.6092436974789915,0.7777777777777778
92,-0.2515447437763214,-0.2515447437763214,0.0,0,0,0.0,0.6260504201680672,0.7777777777777778
93,-0.039867594838142395,-0.039867594838142395,0.0,0,0,0.0,0.6134453781512605,0.7407407407407407
94,-0.008973896503448486,-0.008973896503448486,0.0,0,0,0.0,0.6260504201680672,0.7407407407407407
95,-0.09818167984485626,-0.09818167984485626,0.0,0,0,0.0,0.6386554621848739,0.7037037037037037
96,0.07775866985321045,0.07775866985321045,0.0,0,0,0.0,0.6260504201680672,0.7037037037037037
97,0.2269413024187088,0.2269413024187088,0.0,0,0,0.0,0.6134453781512605,0.7037037037037037
98,0.09921731054782867,0.09921731054782867,0.0,0,0,0.0,0.6260504201680672,0.7407407407407407
99,-0.05410081893205643,-0.05410081893205643,0.0,0,0,0.0,0.634453781512605,0.7037037037037037
0,3.860445976257324,3.860445976257324,0.0,0,0,0.0,0.6218487394957983,0.7407407407407407
1,0.005779087543487549,0.005779087543487549,0.0,0,0,0.0,0.6470588235294118,0.7407407407407407
2,0.045307718217372894,0.045307718217372894,0.0,0,0,0.0,0.6302521008403361,0.7407407407407407
3,-0.052783362567424774,-0.052783362567424774,0.0,0,0,0.0,0.6302521008403361,0.6666666666666666
4,-0.061412498354911804,-0.061412498354911804,0.0,0,0,0.0,0.634453781512605,0.7407407407407407
5,-0.07205675542354584,-0.07205675542354584,0.0,0,0,0.0,0.6428571428571429,0.7407407407407407
6,-0.06726096570491791,-0.06726096570491791,0.0,0,0,0.0,0.6512605042016807,0.7037037037037037
7,-0.06205916404724121,-0.06205916404724121,0.0,0,0,0.0,0.6428571428571429,0.7407407407407407
8,-0.05502820014953613,-0.05502820014953613,0.0,0,0,0.0,0.6512605042016807,0.5925925925925926
9,-0.08491479605436325,-0.08491479605436325,0.0,0,0,0.0,0.6554621848739496,0.5555555555555556
10,-0.07469095289707184,-0.07469095289707184,0.0,0,0,0.0,0.6470588235294118,0.5925925925925926
11,-0.07198822498321533,-0.07198822498321533,0.0,0,0,0.0,0.6302521008403361,0.7037037037037037
12,-0.03693929314613342,-0.03693929314613342,0.0,0,0,0.0,0.6302521008403361,0.7407407407407407
13,-0.07163409888744354,-0.07163409888744354,0.0,0,0,0.0,0.6176470588235294,0.7037037037037037
14,-0.09119852632284164,-0.09119852632284164,0.0,0,0,0.0,0.6218487394957983,0.6666666666666666
15,-0.12816627323627472,-0.12816627323627472,0.0,0,0,0.0,0.634453781512605,0.7037037037037037
16,-0.13880302011966705,-0.13880302011966705,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
17,-0.07572377473115921,-0.07572377473115921,0.0,0,0,0.0,0.6428571428571429,0.6666666666666666
18,-0.06982160359621048,-0.06982160359621048,0.0,0,0,0.0,0.6470588235294118,0.5925925925925926
19,-0.08679863810539246,-0.08679863810539246,0.0,0,0,0.0,0.6260504201680672,0.5185185185185185
20,-0.033774614334106445,-0.033774614334106445,0.0,0,0,0.0,0.6470588235294118,0.5555555555555556
21,-0.012670397758483887,-0.012670397758483887,0.0,0,0,0.0,0.6638655462184874,0.6296296296296297
22,-0.01303543895483017,-0.01303543895483017,0.0,0,0,0.0,0.6512605042016807,0.7037037037037037
23,-0.05554633215069771,-0.05554633215069771,0.0,0,0,0.0,0.6428571428571429,0.6296296296296297
24,-0.1004534512758255,-0.1004534512758255,0.0,0,0,0.0,0.6428571428571429,0.48148148148148145
25,-0.08297570049762726,-0.08297570049762726,0.0,0,0,0.0,0.634453781512605,0.5555555555555556
26,-0.062227219343185425,-0.062227219343185425,0.0,0,0,0.0,0.6554621848739496,0.5925925925925926
27,0.021020323038101196,0.021020323038101196,0.0,0,0,0.0,0.6428571428571429,0.5925925925925926
28,0.10503561794757843,0.10503561794757843,0.0,0,0,0.0,0.6470588235294118,0.5555555555555556
29,0.045798033475875854,0.045798033475875854,0.0,0,0,0.0,0.6554621848739496,0.5185185185185185
30,0.03885924816131592,0.03885924816131592,0.0,0,0,0.0,0.6428571428571429,0.5555555555555556
31,0.08116042613983154,0.08116042613983154,0.0,0,0,0.0,0.6470588235294118,0.5555555555555556
32,0.12145738303661346,0.12145738303661346,0.0,0,0,0.0,0.634453781512605,0.5555555555555556
33,0.17774607241153717,0.17774607241153717,0.0,0,0,0.0,0.6386554621848739,0.6296296296296297
34,0.20640869438648224,0.20640869438648224,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
35,0.19247013330459595,0.19247013330459595,0.0,0,0,0.0,0.6050420168067226,0.6666666666666666
36,0.14735309779644012,0.14735309779644012,0.0,0,0,0.0,0.5756302521008403,0.5185185185185185
37,0.07592840492725372,0.07592840492725372,0.0,0,0,0.0,0.5714285714285714,0.5185185185185185
38,0.05485844612121582,0.05485844612121582,0.0,0,0,0.0,0.6092436974789915,0.5185185185185185
39,0.11133089661598206,0.11133089661598206,0.0,0,0,0.0,0.6302521008403361,0.5925925925925926
40,0.15428191423416138,0.15428191423416138,0.0,0,0,0.0,0.6134453781512605,0.5925925925925926
41,0.11417843401432037,0.11417843401432037,0.0,0,0,0.0,0.6302521008403361,0.5925925925925926
42,-0.02443462610244751,-0.02443462610244751,0.0,0,0,0.0,0.5882352941176471,0.5185185185185185
43,-0.0063003599643707275,-0.0063003599643707275,0.0,0,0,0.0,0.6134453781512605,0.5555555555555556
44,0.0014334022998809814,0.0014334022998809814,0.0,0,0,0.0,0.6176470588235294,0.6296296296296297
45,-0.02856486290693283,-0.02856486290693283,0.0,0,0,0.0,0.6218487394957983,0.6666666666666666
46,0.1043475791811943,0.1043475791811943,0.0,0,0,0.0,0.6218487394957983,0.5925925925925926
47,0.13392169773578644,0.13392169773578644,0.0,0,0,0.0,0.6218487394957983,0.6296296296296297
48,-0.052664078772068024,-0.052664078772068024,0.0,0,0,0.0,0.6134453781512605,0.6296296296296297
49,0.006777822971343994,0.006777822971343994,0.0,0,0,0.0,0.6092436974789915,0.7037037037037037
50,0.11078020930290222,0.11078020930290222,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
51,-0.029190704226493835,-0.029190704226493835,0.0,0,0,0.0,0.6218487394957983,0.7037037037037037
52,-0.02585090696811676,-0.02585090696811676,0.0,0,0,0.0,0.6386554621848739,0.6296296296296297
53,0.09888631105422974,0.09888631105422974,0.0,0,0,0.0,0.6386554621848739,0.5555555555555556
54,0.16992662847042084,0.16992662847042084,0.0,0,0,0.0,0.6428571428571429,0.6296296296296297
55,0.051252610981464386,0.051252610981464386,0.0,0,0,0.0,0.6302521008403361,0.6296296296296297
56,-0.08769731223583221,-0.08769731223583221,0.0,0,0,0.0,0.634453781512605,0.6296296296296297
57,-0.06220786273479462,-0.06220786273479462,0.0,0,0,0.0,0.6386554621848739,0.6666666666666666
58,-0.013526886701583862,-0.013526886701583862,0.0,0,0,0.0,0.6428571428571429,0.7037037037037037
59,0.03483667969703674,0.03483667969703674,0.0,0,0,0.0,0.6428571428571429,0.6296296296296297
60,0.009419500827789307,0.009419500827789307,0.0,0,0,0.0,0.6302521008403361,0.6296296296296297
61,-0.049955323338508606,-0.049955323338508606,0.0,0,0,0.0,0.6428571428571429,0.6666666666666666
62,-0.007245913147926331,-0.007245913147926331,0.0,0,0,0.0,0.6512605042016807,0.5925925925925926
63,0.14122098684310913,0.14122098684310913,0.0,0,0,0.0,0.6302521008403361,0.6296296296296297
64,0.1673644483089447,0.1673644483089447,0.0,0,0,0.0,0.6176470588235294,0.7037037037037037
65,0.050885170698165894,0.050885170698165894,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
66,0.03667318820953369,0.03667318820953369,0.0,0,0,0.0,0.6218487394957983,0.6666666666666666
67,0.11259438097476959,0.11259438097476959,0.0,0,0,0.0,0.6176470588235294,0.7037037037037037
68,0.15601761639118195,0.15601761639118195,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
69,0.17806801199913025,0.17806801199913025,0.0,0,0,0.0,0.6218487394957983,0.7037037037037037
70,0.05672609806060791,0.05672609806060791,0.0,0,0,0.0,0.6218487394957983,0.7407407407407407
71,-0.13265842199325562,-0.13265842199325562,0.0,0,0,0.0,0.6092436974789915,0.7777777777777778
72,-0.14134879410266876,-0.14134879410266876,0.0,0,0,0.0,0.6134453781512605,0.7407407407407407
73,0.011565417051315308,0.011565417051315308,0.0,0,0,0.0,0.6092436974789915,0.7777777777777778
74,-0.015191048383712769,-0.015191048383712769,0.0,0,0,0.0,0.6092436974789915,0.7407407407407407
75,-0.06981630623340607,-0.06981630623340607,0.0,0,0,0.0,0.6302521008403361,0.7777777777777778
76,0.038006171584129333,0.038006171584129333,0.0,0,0,0.0,0.6386554621848739,0.7777777777777778
77,-0.025544773787260056,-0.025544773787260056,0.0,0,0,0.0,0.6554621848739496,0.7407407407407407
78,-0.07918839901685715,-0.07918839901685715,0.0,0,0,0.0,0.6512605042016807,0.7407407407407407
79,-0.036393553018569946,-0.036393553018569946,0.0,0,0,0.0,0.6176470588235294,0.7407407407407407
80,-0.08527962863445282,-0.08527962863445282,0.0,0,0,0.0,0.6302521008403361,0.7777777777777778
81,-0.16757290065288544,-0.16757290065288544,0.0,0,0,0.0,0.6386554621848739,0.7407407407407407
82,-0.16512954235076904,-0.16512954235076904,0.0,0,0,0.0,0.6302521008403361,0.7777777777777778
83,-0.1080617755651474,-0.1080617755651474,0.0,0,0,0.0,0.6386554621848739,0.7407407407407407
84,-0.11513723433017731,-0.11513723433017731,0.0,0,0,0.0,0.634453781512605,0.7777777777777778
85,-0.05714360624551773,-0.05714360624551773,0.0,0,0,0.0,0.6386554621848739,0.7037037037037037
86,0.0004963725805282593,0.0004963725805282593,0.0,0,0,0.0,0.634453781512605,0.7037037037037037
87,0.006886042654514313,0.006886042654514313,0.0,0,0,0.0,0.6428571428571429,0.7037037037037037
88,-0.045059144496917725,-0.045059144496917725,0.0,0,0,0.0,0.6512605042016807,0.7407407407407407
89,-0.06117814779281616,-0.06117814779281616,0.0,0,0,0.0,0.6302521008403361,0.7407407407407407
90,-0.09991027414798737,-0.09991027414798737,0.0,0,0,0.0,0.6260504201680672,0.7777777777777778
91,-0.06753550469875336,-0.06753550469875336,0.0,0,0,0.0,0.6134453781512605,0.7407407407407407
92,0.022998005151748657,0.022998005151748657,0.0,0,0,0.0,0.5966386554621849,0.7407407407407407
93,0.05373072624206543,0.05373072624206543,0.0,0,0,0.0,0.592436974789916,0.7407407407407407
94,-0.13697244226932526,-0.13697244226932526,0.0,0,0,0.0,0.6008403361344538,0.7037037037037037
95,-0.10907149314880371,-0.10907149314880371,0.0,0,0,0.0,0.6092436974789915,0.6666666666666666
96,-0.004050135612487793,-0.004050135612487793,0.0,0,0,0.0,0.5840336134453782,0.6666666666666666
97,-0.0008836537599563599,-0.0008836537599563599,0.0,0,0,0.0,0.5840336134453782,0.6666666666666666
98,-0.027755342423915863,-0.027755342423915863,0.0,0,0,0.0,0.5756302521008403,0.7407407407407407
99,0.033014893531799316,0.033014893531799316,0.0,0,0,0.0,0.5840336134453782,0.7407407407407407
0,8.232909202575684,8.232909202575684,0.0,0,0,0.0,0.5882352941176471,0.6666666666666666
1,-0.005668938159942627,-0.005668938159942627,0.0,0,0,0.0,0.6050420168067226,0.7037037037037037
2,-0.06262597441673279,-0.06262597441673279,0.0,0,0,0.0,0.6050420168067226,0.7037037037037037
3,-0.07308200001716614,-0.07308200001716614,0.0,0,0,0.0,0.5840336134453782,0.7037037037037037
4,-0.06219492852687836,-0.06219492852687836,0.0,0,0,0.0,0.5840336134453782,0.7407407407407407
5,-0.04601374268531799,-0.04601374268531799,0.0,0,0,0.0,0.6134453781512605,0.7407407407407407
6,-0.06716886162757874,-0.06716886162757874,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
7,-0.062386393547058105,-0.062386393547058105,0.0,0,0,0.0,0.6260504201680672,0.5925925925925926
8,-0.06475245952606201,-0.06475245952606201,0.0,0,0,0.0,0.6260504201680672,0.5925925925925926
9,-0.04446518421173096,-0.04446518421173096,0.0,0,0,0.0,0.6302521008403361,0.6296296296296297
10,-0.04592292755842209,-0.04592292755842209,0.0,0,0,0.0,0.6134453781512605,0.6296296296296297
11,-0.061350345611572266,-0.061350345611572266,0.0,0,0,0.0,0.634453781512605,0.5925925925925926
12,-0.11056279391050339,-0.11056279391050339,0.0,0,0,0.0,0.634453781512605,0.7037037037037037
13,-0.09564186632633209,-0.09564186632633209,0.0,0,0,0.0,0.6260504201680672,0.7037037037037037
14,-0.13100174069404602,-0.13100174069404602,0.0,0,0,0.0,0.6302521008403361,0.6666666666666666
15,-0.12404083460569382,-0.12404083460569382,0.0,0,0,0.0,0.6470588235294118,0.6296296296296297
16,-0.11871521174907684,-0.11871521174907684,0.0,0,0,0.0,0.6554621848739496,0.7037037037037037
17,0.06383685767650604,0.06383685767650604,0.0,0,0,0.0,0.6470588235294118,0.7777777777777778
18,0.02724204584956169,0.02724204584956169,0.0,0,0,0.0,0.634453781512605,0.7037037037037037
19,-0.059011124074459076,-0.059011124074459076,0.0,0,0,0.0,0.6470588235294118,0.7037037037037037
20,-0.03354738652706146,-0.03354738652706146,0.0,0,0,0.0,0.6470588235294118,0.7777777777777778
21,0.12093150615692139,0.12093150615692139,0.0,0,0,0.0,0.6386554621848739,0.7407407407407407
22,0.16715046763420105,0.16715046763420105,0.0,0,0,0.0,0.6302521008403361,0.7037037037037037
23,0.08269679546356201,0.08269679546356201,0.0,0,0,0.0,0.6218487394957983,0.6296296296296297
24,0.02886459231376648,0.02886459231376648,0.0,0,0,0.0,0.6302521008403361,0.6666666666666666
25,0.032440513372421265,0.032440513372421265,0.0,0,0,0.0,0.6386554621848739,0.7407407407407407
26,0.183163121342659,0.183163121342659,0.0,0,0,0.0,0.6302521008403361,0.7037037037037037
27,0.23151099681854248,0.23151099681854248,0.0,0,0,0.0,0.6176470588235294,0.7037037037037037
28,0.14106516540050507,0.14106516540050507,0.0,0,0,0.0,0.5966386554621849,0.6666666666666666
29,0.08071582019329071,0.08071582019329071,0.0,0,0,0.0,0.6134453781512605,0.5925925925925926
30,0.11630067229270935,0.11630067229270935,0.0,0,0,0.0,0.6218487394957983,0.5925925925925926
31,0.06798854470252991,0.06798854470252991,0.0,0,0,0.0,0.6218487394957983,0.5925925925925926
32,-8.99285078048706e-05,-8.99285078048706e-05,0.0,0,0,0.0,0.6050420168067226,0.6666666666666666
33,-0.021744444966316223,-0.021744444966316223,0.0,0,0,0.0,0.5966386554621849,0.6296296296296297
34,-0.0063454508781433105,-0.0063454508781433105,0.0,0,0,0.0,0.6260504201680672,0.6296296296296297
35,-0.020488016307353973,-0.020488016307353973,0.0,0,0,0.0,0.6218487394957983,0.6666666666666666
36,-0.0034576132893562317,-0.0034576132893562317,0.0,0,0,0.0,0.6260504201680672,0.7407407407407407
37,0.00046224892139434814,0.00046224892139434814,0.0,0,0,0.0,0.6260504201680672,0.6666666666666666
38,0.18250632286071777,0.18250632286071777,0.0,0,0,0.0,0.6134453781512605,0.6666666666666666
39,0.12058529257774353,0.12058529257774353,0.0,0,0,0.0,0.6260504201680672,0.5925925925925926
40,0.1171853095293045,0.1171853095293045,0.0,0,0,0.0,0.6176470588235294,0.6296296296296297
41,0.28952351212501526,0.28952351212501526,0.0,0,0,0.0,0.5966386554621849,0.5925925925925926
42,0.22869563102722168,0.22869563102722168,0.0,0,0,0.0,0.6134453781512605,0.5925925925925926
43,0.06837327778339386,0.06837327778339386,0.0,0,0,0.0,0.5840336134453782,0.6296296296296297
44,0.08594013750553131,0.08594013750553131,0.0,0,0,0.0,0.6008403361344538,0.6296296296296297
45,0.2336629033088684,0.2336629033088684,0.0,0,0,0.0,0.6008403361344538,0.5925925925925926
46,0.2186385691165924,0.2186385691165924,0.0,0,0,0.0,0.6092436974789915,0.6666666666666666
47,0.2641342282295227,0.2641342282295227,0.0,0,0,0.0,0.6302521008403361,0.6666666666666666
48,0.30983054637908936,0.30983054637908936,0.0,0,0,0.0,0.6302521008403361,0.7407407407407407
49,0.16627764701843262,0.16627764701843262,0.0,0,0,0.0,0.6260504201680672,0.7407407407407407
50,0.02059653401374817,0.02059653401374817,0.0,0,0,0.0,0.634453781512605,0.7407407407407407
51,0.027412742376327515,0.027412742376327515,0.0,0,0,0.0,0.6050420168067226,0.7037037037037037
52,0.12383338809013367,0.12383338809013367,0.0,0,0,0.0,0.6008403361344538,0.6296296296296297
53,0.0017585903406143188,0.0017585903406143188,0.0,0,0,0.0,0.5882352941176471,0.6296296296296297
54,0.045626260340213776,0.045626260340213776,0.0,0,0,0.0,0.5966386554621849,0.6296296296296297
55,0.10109075903892517,0.10109075903892517,0.0,0,0,0.0,0.6050420168067226,0.6296296296296297
56,0.11416563391685486,0.11416563391685486,0.0,0,0,0.0,0.6008403361344538,0.6666666666666666
57,0.03705746680498123,0.03705746680498123,0.0,0,0,0.0,0.6008403361344538,0.6296296296296297
58,0.06859993934631348,0.06859993934631348,0.0,0,0,0.0,0.6176470588235294,0.7037037037037037
59,0.06820876896381378,0.06820876896381378,0.0,0,0,0.0,0.6260504201680672,0.7037037037037037
60,0.1527024507522583,0.1527024507522583,0.0,0,0,0.0,0.6302521008403361,0.6296296296296297
61,0.21176137030124664,0.21176137030124664,0.0,0,0,0.0,0.6176470588235294,0.6666666666666666
62,0.17100468277931213,0.17100468277931213,0.0,0,0,0.0,0.634453781512605,0.6296296296296297
63,0.21195060014724731,0.21195060014724731,0.0,0,0,0.0,0.5966386554621849,0.6666666666666666
64,0.16858869791030884,0.16858869791030884,0.0,0,0,0.0,0.5966386554621849,0.6666666666666666
65,0.011874482035636902,0.011874482035636902,0.0,0,0,0.0,0.6008403361344538,0.6666666666666666
66,0.06980487704277039,0.06980487704277039,0.0,0,0,0.0,0.5882352941176471,0.7407407407407407
67,0.10513541102409363,0.10513541102409363,0.0,0,0,0.0,0.6008403361344538,0.7407407407407407
68,0.03154486417770386,0.03154486417770386,0.0,0,0,0.0,0.6050420168067226,0.7037037037037037
69,-0.08001640439033508,-0.08001640439033508,0.0,0,0,0.0,0.5966386554621849,0.7407407407407407
70,0.016179144382476807,0.016179144382476807,0.0,0,0,0.0,0.5840336134453782,0.7777777777777778
71,0.040579065680503845,0.040579065680503845,0.0,0,0,0.0,0.6050420168067226,0.7407407407407407
