timestamp,run_tag,run_idx,data_id,data_src,file_path,label_path,model_type,model_id,feature_mode,bypass_encoder,residualize_flag,probe_degree_flag,n_hidden,n_layers,n_dgi_epochs,n_classifier_epochs,feat_mean,feat_std,spearman_deg_label,probe_R2_logdeg,probe_acc_deg_quartile,acc_Z,acc_Z_perp,acc_drop,baseline_deg_bin
2025-09-21 19:25:47,normal,86,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7729126843774833,0.9947726130485535,1.0,0.4875,,,0.425
2025-09-21 19:27:42,normal,87,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.8247671366173556,0.993554949760437,1.0,0.6,,,0.525
2025-09-21 19:28:32,normal,88,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.8482271496714289,0.9905837774276733,1.0,0.625,,,0.5375
2025-09-21 19:29:33,normal,89,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7749106197787203,0.9921850562095642,1.0,0.6125,,,0.5
2025-09-21 19:30:40,normal,90,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7800174474790157,0.9873211979866028,0.9849624037742615,0.4875,,,0.55
2025-09-21 19:32:14,normal,91,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7974524591312111,0.993123471736908,1.0,0.5625,,,0.4875
2025-09-21 19:34:27,normal,92,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.8041306746073186,0.9945163726806641,1.0,0.5875,,,0.6125
2025-09-21 19:35:45,normal,93,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7502126443435615,0.9942747354507446,1.0,0.5,,,0.525
2025-09-21 19:37:05,normal,94,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7740624050638348,0.9920822978019714,1.0,0.5625,,,0.5125
2025-09-21 19:39:26,normal,95,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.8269884675772227,0.9925005435943604,1.0,0.5875,,,0.5875
2025-09-21 19:40:19,normal,96,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.8525373575745435,0.9929528832435608,1.0,0.725,,,0.6125
2025-09-21 19:42:08,normal,97,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7631459796018921,0.993923544883728,1.0,0.525,,,0.525
2025-09-21 19:43:38,normal,98,europe,europe,data/europe-airports.edgelist,data/labels-europe-airports.txt,2,2,degree,False,False,True,32,1,100,100,0.03125,0.17399944365024567,-0.7754049318537254,0.9936862587928772,1.0,0.55,,,0.5375
